,arterial_thromb,myocardial_infarct,pe,stroke,vte,dic
541,c0556656_meetings,c0455830_left_ventricular_cavity_size,c0582802_digit_structure,c3665347_visual_impairment,c0442030_parietal,c0430404_urine_culture
542,c0557874_psychomotor_developmental_delay,c0456962_rapid,c0585024_monday,c3665386_loss_of_vision,c0442037_popliteal,c0439208_gram
543,c0558288_as_required,c0458098_midclavicular_line,c0585027_wednesday,c3714551_stomach_structure,c0442043_temporal_-_regional_site_descriptor,c0439228_day
544,c0560563_fluoroscopic_guidance,c0459471_interpretation_process,c0585028_thursday,c3714552_weakness,c0442603_office,c0439583_overnight
545,c0566001_does_communicate,c0460002_body_system,c0585029_friday,,c0442711_protocols_documentation,c0439611_preliminary
546,c0574032_infusion_procedures,c0475211_liter,c0585324_every_four_hours,,c0443172_changed_status,c0439680_lytic
547,c0580846_does_pull,c0475224_ischemic,c0585325_every_six_hours,,c0443246_left-sided,c0439734_ruq_-_right_upper_quadrant
548,c0582175_surgeon,c0476273_respiratory_distress,c0585326_every_eight_hours,,c0444454_access,c0439793_severities
549,c0582802_digit_structure,c0476369_abnormal_echocardiography,c0587267_closed,,c0444532_right,c0441587_clinical_act_of_insertion
550,c0585024_monday,c0496897_benign_eye_tumor,c0587668_surgical_service,,c0444598_middle,c0441633_scanning
551,c0585028_thursday,c0497327_dementia,c0588055_mediastinal_lymph_node_group,,c0444706_measured,c0441889_levels_(qualifier_value)
552,c0585324_every_four_hours,"c0497327_dementia,_progressive",c0589488_subclavicular_approach,,c0444764_coils_(formation),c0442030_parietal
553,c0585325_every_six_hours,c0497552_neurologic_abnormalities,c0591139_bactrim,,c0445119_no_growth_(qualifier_value),c0443172_changed_status
554,c0585326_every_eight_hours,c0518766_vital_signs,c0595998_household_composition,,c0448011_mental_foramen,c0443199_differential_quality
555,c0587081_laboratory_test_finding,c0520960_non-tender,c0600031_absent_spleen,,c0449295_limitation,c0443246_left_sided
556,c0587117_evening,c0521097_cleared_by,c0663241_linezolid,,c0449911_view,c0444454_access
557,c0587267_closed,c0522214_vep_abnormalities,c0678222_breast_cancer,,c0452428_drink_(dietary_substance),c0444532_right_sided
558,c0589488_subclavicular_approach,c0522510_intensity,c0684224_report_(document),,c0456388_blood_product,c0444706_measured
559,c0589500_retrograde_approach,c0522510_with_intensity,c0684249_carcinoma_of_lung,,c0456389_size,c0444916_duplex
560,c0591139_bactrim,c0522534_saturated,c0699129_coumadin,,c0456984_test_result,c0445119_no_growth_(qualifier_value)
561,c0600031_absent_spleen,c0524727_discipline_of_heart_surgery,c0699142_tylenol,,c0476273_respiratory_distress,c0445346_tunnelled
562,c0663241_linezolid,c0524865_reconstructive_surgical_procedures,c0699512_dilantin,,c0497327_dementia,c0449259_clinical_course
563,c0678140_zestril,c0528249_humalog,c0700124_dilated,,"c0497327_dementia,_progressive",c0449416_source
564,c0678176_neurontin,c0540301_c1_esterase_inhibitor,c0700292_hypoxemia,,"c0520997_thrombolysis,_function",c0449438_status
565,c0678222_breast_cancer,c0542339_inferior,c0700292_low_blood_oxygen_level,,c0521097_cleared_by,c0449450_presentation
566,c0684224_report_(document),c0542518_large_kidney,c0700321_small,,c0522224_inability_to_move,c0450448_waveforms
567,c0687676_post,c0544341_lotion,c0700364_appearance,,c0522501_massive,c0452428_drink_(dietary_substance)
568,c0699129_coumadin,c0546817_fluid_overload,c0701042_cipro,,c0522510_intensity,c0455458_past_medical_history
569,c0699142_tylenol,c0549113_supraaortic_valve_area_structure,c0702116_consolidation,,c0522510_with_intensity,c0456388_blood_product
570,c0699678_flagyl,c0553891_tracheal_extubation,c0721336_levaquin,,c0524466_intracranial,c0456389_size
571,c0700225_high_blood_creatinine_level,c0554756_doppler_studies,c0721529_magnevist,,c0541764_delayed_bone_age,c0458827_airway_structure
572,c0700364_appearance,c0558288_as_required,c0722364_oxycontin,,c0543419_sequela_of_disorder,c0472681_continuous_venovenous_hemodialysis
573,c0700385_dairy_cream,c0562508_accident_and_emergency_department,c0728755_dilaudid,,c0543467_operative_surgical_procedures,c0475211_liter
574,c0702190_neo-synephrine,c0582175_surgeon,c0728938_partial,,c0543495_albuterol_sulfate,c0489547_hospital_course
575,c0717386_albuterol_/_ipratropium,c0585027_wednesday,c0728963_lovenox,,c0544341_lotion,c0497552_neurologic_abnormalities
576,c0728755_dilaudid,c0591130_atrovent,c0740009_nicotiana_tabacum,,c0544755_genua_vara,c0520743_mediastinal_lymphadenopathy
577,c0729203_omnipaque,c0591585_haldol,c0741302_atypia_morphology,,c0546884_depleted_blood_volume,c0521097_cleared_by
578,c0733815_levophed,c0592278_zantac,c0745442_intravenous_catheters,,c0549177_large,c0521114_infrequent
579,c0740009_nicotiana_tabacum,c0593906_lipitor,c0746961_oxygen_saturation_below_reference_range,,c0549178_continuous,c0521114_occasional_(29-5%)
580,c0741847_bypass,c0596019_chloride_ion,c0748164_multiple_pulmonary_nodules,,c0549183_midline_(qualifier_value),c0521367_oropharyngeal
581,c0806909_maximum,c0600031_absent_spleen,c0806909_maximum,,c0549207_bone_structure_of_spine,c0521530_lung_consolidation
582,c0857353_hypotensive,c0633084_plavix,c0817096_chest,,c0555047_married_(finding),c0522055_abnormal_electrocardiogram
583,c0876064_lantus,c0677535_walls_of_a_building,c0876060_keppra,,c0556656_meetings,c0522510_intensity
584,c0878544_cardiomyopathies,c0678140_zestril,c0884358_performed,,c0566001_does_communicate,c0524461_structure_of_lumen_of_body_system
585,c0878544_disease_of_the_heart_muscle,c0678181_zocor,c0917808_vegetative_state,,c0574032_infusion_procedures,c0524466_intracranial
586,c0884358_performed,c0684224_report_(document),c0935598_sagittal_plane,,c0580836_old,c0524727_discipline_of_heart_surgery
587,c0917808_vegetative_state,c0687676_post,c0965130_advair,,c0585027_wednesday,c0525032_international_normalized_ratio
588,c0984386_calcium_carbonate_500_mg,c0687713_gastrointestinal_pain,c0984386_calcium_carbonate_500_mg,,c0585028_thursday,c0543467_operative_surgical_procedures
589,c0986175_folic_acid_1_mg,c0699678_flagyl,c0986175_folic_acid_1_mg,,c0585029_friday,c0549113_supraaortic_valve_area_structure
590,c0991533_oral_capsule,c0699752_review_of,c0991533_oral_capsule,,c0585324_every_four_hours,c0549178_continuous
591,c0991536_oral_solution,c0699992_lasix,c0991536_oral_solution,,c0585325_every_six_hours,c0553681_low_fibrinogen_level
592,c0991577_oral_drops,c0700124_dilated,c0991555_topical_solution,,c0585326_every_eight_hours,c0554756_doppler_studies
593,c1112870_aerosol,c0700225_high_blood_creatinine_level,c0991577_oral_drops,,c0587081_laboratory_test_finding,c0555047_married_(finding)
594,c1112870_aerosol_dose_form,c0700292_low_blood_oxygen_level,c1112870_aerosol,,c0587117_evening,c0556656_meetings
595,c1123023_skin,c0700385_dairy_cream,c1112870_aerosol_dose_form,,c0587267_closed,c0557874_psychomotor_developmental_delay
596,c1140618_upper_extremity,c0700590_increased_sweating,c1140618_upper_extremity,,c0587668_surgical_service,c0566001_does_communicate
597,c1140621_leg,c0700776_lopressor,c1140621_leg,,c0591585_haldol,c0582802_digit_structure
598,"c1145640_central_venous_catheter,_device",c0700777_prilosec,c1145670_respiratory_failure,,c0595998_household_composition,c0585024_monday
599,c1258215_ileus,c0702122_intra-aortic_balloon_pump_device,c1154181_inhalation_solution,,c0699129_coumadin,c0585028_thursday
600,c1262477_weight_decreased,c0702190_neo-synephrine,c1258215_gastrointestinal_atony,,c0699142_tylenol,c0585029_friday
601,c1262477_weight_loss,c0721336_levaquin,c1258215_ileus,,c0699512_dilantin,c0585326_every_eight_hours
602,c1269765_assisted_(qualifier_value),c0729538_saphenous_vein_graft,c1260880_nasal_discharge,,c0700198_pulmonary_aspiration,c0587081_laboratory_test_finding
603,c1272689_started,c0733815_levophed,c1260880_rhinorrhea,,c0700321_small,c0587117_evening
604,c1272691_to_be_stopped,c0740009_nicotiana_tabacum,c1261082_left_coronary_artery_structure,,c0700364_appearance,c0587267_closed
605,c1273870_management_procedure,c0744727_reduced_hematocrit,c1262477_weight_decreased,,c0701042_cipro,c0589488_subclavicular_approach
606,c1275548_every_twenty_four_hours,c0750729_course,c1262477_weight_loss,,c0721529_magnevist,c0591139_bactrim
607,c1279919_early,c0772326_clopidogrel_bisulfate,c1262865_natures,,c0728755_dilaudid,c0596019_chloride_ion
608,c1280903_exploration_procedure,c0806909_maximum,c1272689_started,,c0728938_partial,c0600031_absent_spleen
609,c1282910_upper,c0855329_electrocardiographic_changes,c1272691_to_be_stopped,,c0728963_lovenox,c0677535_walls_of_a_building
610,c1282914_surrounding_(qualifier_value),c0857353_hypotensive,c1272883_injection,,c0728985_cervical_spine,c0678222_breast_cancer
611,c1285498_vegetation,c0871470_systolic_pressure,c1273870_management_procedure,,c0729203_omnipaque,c0687676_post
612,c1292734_treatment_intent,c0876064_lantus,c1275548_every_twenty_four_hours,,"c0740392_infarction,_middle_cerebral_artery",c0699194_ativan
613,c1299586_has_difficulty_doing_(qualifier_value),c0876139_protonix,"c1275563_once_a_day,_at_bedtime",,c0750502_significant,c0699678_flagyl
614,c1301886_diameter_(qualifier_value),c0878544_cardiomyopathies,c1275667_common_femoral_vein,,c0750729_course,c0700124_dilated
615,c1304888_pain_control,c0878544_disease_of_the_heart_muscle,c1280412_thick,,c0751956_acute_cerebrovascular_accidents,c0700225_high_blood_creatinine_level
616,c1304890_enteral,c0907402_insulin_glargine,c1282573_evacuation_procedure,,c0806909_maximum,c0700364_appearance
617,c1306645_plain_x-ray,c0917805_transient_cerebral_ischemia,c1282910_upper,,c0817096_chest,c0701042_cipro
618,c1313386_insulin_glulisine,c0949766_physical_therapy,c1282914_surrounding_(qualifier_value),,c0856975_autistic_behavior,c0702122_intra-aortic_balloon_pump_device
619,c1321095_drop_dosing_unit,c0950902_integrilin,c1292734_treatment_intent,,c0858862_red_urine,c0702190_neo-synephrine
620,c1334278_invasive_lesion,c0991547_rectal_suppository,c1293122_augmentation_procedure,,c0876060_keppra,c0721336_levaquin
621,c1412000_mesenteric_vascular_insufficiency,c0991577_oral_drops,c1300072_tumor_stage,,c0876064_lantus,c0721529_magnevist
622,c1444754_length,c0991582_sublingual_tablet,c1301732_planned,,c0877326_bone_infarction,c0729203_omnipaque
623,c1458140_abnormal_bleeding,c0993159_oral_tablet,c1304888_pain_control,,c0917808_vegetative_state,c0733815_levophed
624,c1510412_pseudoaneurysm,c1112870_aerosol_dose_form,c1306459_primary_malignant_neoplasm,,c0935598_sagittal_plane,c0740009_nicotiana_tabacum
625,c1512911_intraabdominal_route_of_drug_administration,c1123023_skin,c1314792_etiology,,c0948008_ischemic_stroke,c0741302_atypia_morphology
626,c1513374_moderate_adverse_event,c1145670_respiratory_failure,c1314939_involvement_with,,c0984386_calcium_carbonate_500_mg,c0741494_high_bili_total
627,c1519275_grade_3_severe_adverse_event,c1254351_pharmacologic_substance,c1444662_discontinued,,c0991533_oral_capsule,c0744727_reduced_hematocrit
628,c1527075_revision_procedure,c1260880_nasal_discharge,c1444754_length,,c0991536_oral_solution,c0745442_intravenous_catheters
629,c1533107_puff_unit_dose,c1260922_abnormal_respiration,c1446409_positive,,c0991547_rectal_suppository,c0750729_course
630,"c1561535_creatinine,_ctcae",c1261082_left_coronary_artery_structure,c1457887_symptoms,,c0991577_oral_drops,c0806909_maximum
631,c1565489_renal_insufficiency,c1261316_right_coronary_artery_structure,c1521733_pathologic,,c1112433_thromboembolic_stroke,c0853697_low_neutrophil_count
632,c1695776_vertebral_wedging,c1262477_weight_loss,c1522168_topical_route_of_drug_administration,,c1154181_inhalation_solution,c0857353_hypotensive
633,c1697794_liquid_dosage_form,c1272641_systemic_arterial_pressure,c1522240_process,,c1258215_gastrointestinal_atony,c0858862_red_urine
634,c1704212_embolus,c1272706_interval,c1527305_feelings,,c1258215_ileus,c0884358_performed
635,c1704243_greater,c1272883_injection,c1527415_oral_route_of_drug_administration,,c1260880_rhinorrhea,c0917808_vegetative_state
636,c1704258_abnormality,c1273070_left_ventricular_diastolic_dysfunction,c1533107_puff_unit_dose,,c1261287_stenosis,c0935598_sagittal_plane
637,c1704413_spray_dosing_unit,"c1275563_once_a_day,_at_bedtime","c1541907_beta-hemolytic_streptococcus,_group_a",,c1261322_evaluation_procedure,c1112870_aerosol
638,c1704431_abnormality_of_ion_homeostasis,c1277187_left_ventricular_systolic_dysfunction,c1697794_liquid_dosage_form,,c1262477_weight_decreased,c1112870_aerosol_dose_form
639,c1947917_occluded,c1279919_early,c1704212_embolus,,c1262865_natures,c1123023_skin
640,"c1963154_renal_failure,_ctcae",c1280412_thick,c1704241_complex_(molecular_entity),,c1272706_interval,c1140618_upper_extremity
641,"c1963215_pneumothorax,_ctcae",c1293122_augmentation_procedure,c1704258_abnormality,,c1273870_management_procedure,"c1145640_central_venous_catheter,_device"
642,c2004491_cicatrix,c1301732_planned,c1704322_orientation_(spatial),,c1275548_every_twenty_four_hours,c1145670_respiratory_failure
643,c2316810_chronic_renal_failure,c1301886_diameter_(qualifier_value),c1704413_spray_dosing_unit,,"c1275563_once_a_day,_at_bedtime",c1258215_gastrointestinal_atony
644,c2722820_bicarbonate_preparation,c1313386_insulin_glulisine,c1854510_abnormality_of_cranial_nerve,,c1275667_common_femoral_vein,c1258215_ileus
645,c2825141_experimental_finding,c1321095_drop_dosing_unit,c1861329_narrow_spinal_canal,,c1279919_early,c1272689_started
646,c2945599_mild_(qualifier_value),c1384670_2_vessel_cord,c1879489_measures_(attribute),,c1282573_evacuation_procedure,c1272691_to_be_stopped
647,c3150613_long_toe,c1442837_myocardial_necrosis,c1947917_occluded,,c1282910_upper,c1273870_management_procedure
648,c3203358_hypoventilation,c1446409_positive,"c1963137_hydrocephalus,_ctcae",,c1282914_surrounding_(qualifier_value),c1279919_early
649,c3542466_image_(foundation_metadata_concept),c1510412_pseudoaneurysm,"c1963215_pneumothorax,_ctcae",,c1285498_vegetation,c1282910_upper
650,c3665386_loss_of_vision,c1512911_intraabdominal_route_of_drug_administration,c2242472_bone_infection,,c1292734_treatment_intent,c1285498_vegetation
651,,c1513302_mild_adverse_event,c2361123_discharge_date,,c1299586_has_difficulty_doing_(qualifier_value),c1292734_treatment_intent
652,,c1513374_moderate_adverse_event,c2711227_steatosis,,c1301624_medical_contraindication,c1298613_intracavitary
653,,c1519275_grade_3_severe_adverse_event,c2825141_experimental_finding,,c1301808_geographic_state,c1301732_planned
654,,c1522230_ophthalmic_route_of_drug_administration,c2939419_secondary_neoplasm,,c1306459_primary_malignant_neoplasm,c1304888_pain_control
655,,c1532338_percutaneous_coronary_intervention,c2939420_metastatic_neoplasm,,c1306645_plain_x-ray,c1306710_facial_asymmetry
656,,c1533107_puff_unit_dose,c2945599_mild_(qualifier_value),,c1306710_facial_asymmetry,c1314792_etiology
657,,"c1541907_beta-hemolytic_streptococcus,_group_a",c2945760_recurrent,,c1314792_etiology,c1314939_involvement_with
658,,"c1561535_creatinine,_ctcae",c2973725_pulmonary_arterial_hypertension,,c1314939_involvement_with,c1321095_drop_dosing_unit
659,,c1561643_chronic_kidney_diseases,c2973725_pulmonary_artery_hypertension,,c1444754_length,c1334278_invasive_lesion
660,,c1565489_renal_insufficiency,c3203358_hypoventilation,,c1457887_symptoms,c1444754_length
661,,c1611184_calcification_of_coronary_artery,c3263723_traumatic_injury,,c1458140_abnormal_bleeding,c1446409_positive
662,,c1611184_coronary_artery_calcification,c3489393_hiatal_hernia,,c1504568_middle_cerebral_artery_stenosis,c1458140_abnormal_bleeding
663,,c1623258_electrocardiography,c3489393_hiatus_hernia,,c1510412_pseudoaneurysm,c1512911_intraabdominal_route_of_drug_administration
664,,c1689985_absence_(morphologic_abnormality),c3542466_image_(foundation_metadata_concept),,c1512911_intraabdominal_route_of_drug_administration,c1513374_moderate_adverse_event
665,,c1692321_cellular_infiltrate,c3875321_skin_inflammation,,c1513302_mild_adverse_event,c1519275_grade_3_severe_adverse_event
666,,c1704243_greater,,,c1522230_ophthalmic_route_of_drug_administration,c1527075_revision_procedure
667,,c1704258_abnormality,,,c1522240_process,c1527305_feelings
668,,c1704322_orientation_(spatial),,,c1527305_feelings,c1533107_puff_unit_dose
669,,c1704431_abnormality_of_ion_homeostasis,,,c1527415_oral_route_of_drug_administration,"c1541907_beta-hemolytic_streptococcus,_group_a"
670,,c1707664_delayed_release_dosage_form,,,c1533125_euro_currency,"c1561535_creatinine,_ctcae"
671,,c1844592_soft_skin,,,c1561270_adverse_event_associated_with_neurology,c1565489_renal_insufficiency
672,,c1956346_coronary_disease,,,c1697794_liquid_dosage_form,c1689985_absence_(morphologic_abnormality)
673,,c1956415_paroxysmal_nocturnal_dyspnea,,,c1704258_abnormality,c1704212_embolus
674,,"c1963137_hydrocephalus,_ctcae",,,c1704322_orientation_(spatial),c1704241_complex_(molecular_entity)
675,,"c1963154_renal_failure,_ctcae",,,c1704474_tube_-_unit_dose,c1704243_greater
676,,c1963578_release_(procedure),,,c1844592_soft_skin,c1704431_abnormality_of_ion_homeostasis
677,,c2004491_cicatrix,,,c1854510_abnormality_of_cranial_nerve,c1705480_vasopressin_(usp)
678,,c2143306_pupils_equal_round_and_reactive_to_light_and_accommodation,,,c1879489_measures_(attribute),c1846821_abnormality_of_coagulation
679,,c2242813_ranula,,,c1947917_occluded,c1854510_abnormality_of_cranial_nerve
680,,c2316810_chronic_renal_failure,,,"c1963215_pneumothorax,_ctcae",c1861329_narrow_spinal_canal
681,,c2361123_discharge_date,,,c1999002_actual_negative_coping,c1879316_transfusion_(procedure)
682,,c2722820_bicarbonate_preparation,,,c2003847_house_(environment),"c1963083_cholecystitis,_ctcae_3.0"
683,,c2723006_toprol,,,"c2004284_mental_status,_ctcae","c1963137_hydrocephalus,_ctcae"
684,,c2828271_levomefolate_calcium,,,c2143306_pupils_equal_round_and_reactive_to_light_and_accommodation,"c1963154_renal_failure,_ctcae"
685,,c2936173_percutaneous_transluminal_coronary_angioplasty,,,c2825141_experimental_finding,"c1963215_pneumothorax,_ctcae"
686,,c2945599_mild,,,c2825502_vasogenic_edema,c1998827_respiratory_status
687,,c2973725_pulmonary_arterial_hypertension,,,c2936423_echogenic_bowel,c2004491_cicatrix
688,,c2973725_pulmonary_artery_hypertension,,,c2945599_mild,c2242472_bone_infection
689,,"c3163620_hypotension,_ctcae",,,c2945599_mild_(qualifier_value),c2316467_packed_red_blood_cells
690,,c3203358_hypoventilation,,,c2973725_pulmonary_arterial_hypertension,c2316810_chronic_renal_failure
691,,c3241966_current_smoker,,,c2973725_pulmonary_artery_hypertension,c2361123_discharge_date
692,,c3489393_hiatal_hernia,,,c3489393_hiatal_hernia,c2711227_steatosis
693,,c3489393_hiatus_hernia,,,c3489393_hiatus_hernia,c2722820_bicarbonate_preparation
694,,c3536832_medical_air,,,c3536832_medical_air,c2825141_experimental_finding
695,,,,,c3665386_loss_of_vision,c2936423_echogenic_bowel
696,,,,,c3714551_stomach_structure,c2939420_metastatic_neoplasm
697,,,,,c3714552_weakness,c2945599_mild
698,,,,,c3875321_skin_inflammation,c2945599_mild_(qualifier_value)
699,,,,,,c2945760_recurrent
700,,,,,,c3150613_long_toe
701,,,,,,"c3163620_hypotension,_ctcae"
702,,,,,,c3203358_hypoventilation
703,,,,,,c3203359_rupture
704,,,,,,c3263723_traumatic_injury
705,,,,,,c3536832_medical_air
706,,,,,,c3665386_loss_of_vision
707,,,,,,c3875321_skin_inflammation
